500 137210
1000 192714
1500 231899
2000 269961
2500 308961
3000 348903
3500 388161
4000 427299
4500 466420
5000 505549
5500 544679
6000 583808
6500 622938
7000 662067
7500 701188
8000 740326
8500 779447
9000 818576
9500 857706
10000 896835
